City,Airport,Acronym,Latitude,Longitude,re_check_in
Mercury,Desert Rock Airport,DRA,36.6194,-116.032997,0
Needles,Needles Airport,EED,34.7663002014,-114.623001099,1
Crestview,Duke Field,EGI,30.65040016,-86.52290344,1
Eureka,Murray Field,EKA,40.8033981323,-124.112998962,1
San Marcos,San Marcos Regional Airport,\N,29.8927,-97.862999,1
Hayward,Sawyer County Airport,HYR,46.025199890100005,-91.44429779050002,0
Junction,Kimble County Airport,JCT,30.5112991333,-99.7634963989,0
Monticello,Monticello Municipal Ellis Field,\N,33.6385994,-91.75099945,0
Lovelock,Derby Field,LOL,40.0663986206,-118.565002441,1
Mobridge,Mobridge Municipal Airport,MBG,45.54650116,-100.4079971,0
Mc Comb,Mc Comb/Pike County Airport/John E Lewis Field,MCB,31.17849922,-90.47190094,0
Carbondale/Murphysboro,Southern Illinois Airport,MDH,37.778099060058594,-89.25199890136719,1
Eastover,Mc Entire Joint National Guard Base,MMT,33.92079926,-80.80130005,0
Brunswick,Brunswick Executive Airport,NHZ,43.89220047,-69.93859863,0
Mayport,Naval Station Mayport (Admiral David L. Mcdonald Field),NRB,30.39109993,-81.42469788,0
Orangeburg,Orangeburg Municipal Airport,OGB,33.456798553467,-80.859497070312,1
Columbus,Columbus Municipal Airport,\N,41.44800186,-97.34259796,0
Ottumwa,Ottumwa Regional Airport,OTM,41.10660172,-92.44789886,1
Fort Rucker/Ozark,Cairns AAF (Fort Rucker) Air Field,OZR,31.27569962,-85.71340179,1
Pinedale,Ralph Wenz Field,PWY,42.79550171,-109.8069992,1
Poughkeepsie,Dutchess County Airport,POU,41.6265983581543,-73.88420104980469,1
New Richmond,New Richmond Regional Airport,\N,45.14830017,-92.5381012,0
Russell,Russell Municipal Airport,RSL,38.872100830078,-98.811798095703,0
Redwood Falls,Redwood Falls Municipal Airport,RWF,44.54719925,-95.08229828,1
Salinas,Salinas Municipal Airport,SNS,36.662799835205,-121.60600280762,1
Sonora,Sonora Municipal Airport,\N,30.585699081421,-100.6490020752,1
Benton,Saline County Regional Airport,\N,34.59059906,-92.47940063,0
Tonopah,Tonopah Airport,TPH,38.06019974,-117.086998,1
Aurora,Aurora State Airport,\N,45.247100830078125,-122.7699966430664,1
Ukiah,Ukiah Municipal Airport,UKI,39.125999450684,-123.20099639893,1
Oxford,University Oxford Airport,UOX,34.384300231934,-89.536796569824,0
Huntsville,Huntsville Regional Airport,HTV,30.7469005585,-95.5871963501,0
Valentine,Miller Field,VTN,42.85779953,-100.5479965,1
Winnemucca,Winnemucca Municipal Airport,WMC,40.8965988159,-117.805999756,1
Woodward,West Woodward Airport,WWR,36.438,-99.5226667,1
Cocoa Beach,Cape Canaveral AFS Skid Strip,\N,28.4675998688,-80.56659698490002,1
Groom Lake,Homey (Area 51) Airport,\N,37.23500061035156,-115.81099700927734,0
Zanesville,Zanesville Municipal Airport,ZZV,39.9444007874,-81.89209747310001,1
Gjadër,Gjadër Air Base,\N,41.895199,19.5987,0
Kukës,Kukës Airport,\N,42.0336990356,20.4158992767,1
Kuçovë,Kuçovë Air Base,\N,40.77190017700195,19.901899337768555,0
Vlorë,Vlorë Air Base,\N,40.47610092163086,19.474199295043945,1
Haskovo,Haskovo Malevo Airport,\N,41.976398,25.5898,1
Gabrovnitsa,Gabrovnitsa Air Base,\N,43.5443000793457,23.272499084472656,0
Graf Ignatievo,Graf Ignatievo Air Base,\N,42.29040145874024,24.714000701904297,0
Dolna Mitropoliya,Dolna Mitropoliya Air Base,\N,43.451401,24.5028,0
Balchik,Balchik Air Base,\N,43.42380142211914,28.181299209594727,1
Madrid,Cuatro Vientos Airport,ECV,40.370701,-3.78514,1
Castellón de la Plana,Castellón-Costa Azahar Airport,CDT,40.213889,0.073333,1
Teruel,Teruel Airport,TEV,40.403,-1.2183,0
Blois/Le Breuil,Blois-Le Breuil Airport,\N,47.678502,1.20884,1
Trento (TN),Trento-Mattarello Airport,\N,46.0214,11.1242,1
Alessandria,Alessandria Airport,\N,44.925201,8.62513,1
Biella (BI),Biella-Cerrione Airport,\N,45.4953,8.10278,1
Vercelli,Vercelli Airport,\N,45.310233,8.417935,1
Casale Monferrato,Casale Monferrato Airport,\N,45.111198,8.45603,0
Varese,Varese-Venegono Airport,\N,45.742199,8.888233,0
Novi Ligure,Novi Ligure Airport,\N,44.779999,8.78639,1
Sarzana (SP),Sarzana-Luni Air Base,QLP,44.088001,9.98795,1
Câmpia Turzii,Câmpia Turzii Air Base,\N,46.50230026245117,23.885900497436523,1
Mărculeşti,Mărculeşti International Airport,\N,47.862701416015625,28.212799072265625,0
Cahul,Cahul International Airport,\N,45.8437995911,28.2637004852,1
Tiraspol,Tiraspol Airport,\N,46.86809921264648,29.590599060058597,0
Batajnica,Batajnica Air Base,BJY,44.935299,20.2575,0
Rubelsanto,Rubelsanto Airport,RUV,15.991999626159668,-90.44529724121094,1
Comayagua,Coronel Enrique Soto Cano Air Base,XPL,14.3824,-87.621201,1
Upala,Upala Airport,UPL,10.8922,-85.016197,1
San Nicolás,San Nicolas De Bari Airport,QSN,22.75609970092773,-81.9208984375,0
Pinar Del Rio,San Julian Air Base,SNJ,22.09530067443848,-84.1520004272461,1
,King Salman Abdulaziz Airport,DWD,24.4499,44.121201,0
,King Khaled Air Base,KMX,18.29730033874512,42.80350112915039,0
Riyadh,Riyadh Air Base,XXN,24.709800720214844,46.72520065307617,0
Kangan,Jam Airport,KNR,27.820499420166016,52.35219955444336,0
Hamadan,Hamadan Air Base,\N,35.21160125732422,48.65340042114258,0
Karaj,Payam International Airport,PYK,35.776100158691,50.826698303223,0
Ahmed Al Jaber AB,Ahmed Al Jaber Air Base,XIJ,28.9347991943,47.7919006348,0
Rayak,Rayak Air Base,\N,33.850799560546875,35.987701416015625,1
Mirpur Khas,Mirpur Khas Air Base,\N,25.682501,69.0728,0
Kamra,Minhas Air Base,ATG,33.8690986633,72.4009017944,1
Shorkot,Rafiqui Air Base,\N,30.758100509643555,72.28250122070312,1
Karachi,Faisal Air Base,\N,24.87420082092285,67.11849975585938,1
Sargodha,Mushaf Air Base,SGI,32.04859924316406,72.66500091552734,0
Qayyarah,Qayyarah West Airport,RQW,35.76720047,43.1250991821,0
Tikrit,Al Sahra Army Air Field,\N,34.67319869995117,43.542999267578125,1
Tall Afar,Tall Afar Army Air Field,\N,36.28310012817383,42.40299987792969,1
Taji,Al Taji Army Air Field,\N,33.52389907836914,44.25669860839844,0
Al Cut,Ubaydah Bin Al Jarrah Airport,\N,32.48199844360352,45.75709915161133,1
Nenana,Nenana Municipal Airport,ENN,64.54730224609375,-149.07400512695312,1
Wasilla,Wasilla Airport,WWA,61.5717010498,-149.539993286,1
Gangshan,Gangshan Air Force Base,\N,22.78249931335449,120.26300048828124,0
,Asahikawa Airfield,\N,43.794734,142.365432,0
Iwakuni,Iwakuni Marine Corps Air Station,IWK,34.143902,132.235992,0
,Utsunomiya Airport,\N,36.5145,139.87101,1
,Jungwon Air Base/Chungju Airport,\N,37.03024,127.886353,1
Ie,Ie Jima Airport,IEJ,26.7220001221,127.785003662,1
Surallah,Allah Valley Airport,AAV,6.366819858551025,124.7509994506836,1
,Bislig Airport,BPH,8.19594955444336,126.3219985961914,1
,Mati National Airport,MXI,6.949091,126.27368,0
Villa Maria,Presidente Néstor Kirchner Regionsl Airport,\N,-32.3201,-63.22663,1
Barretos,Chafei Amsei Airport,BAT,-20.584499359131,-48.594100952148,1
Taubaté,Base de Aviação de Taubaté Airport,QHP,-23.04010009765625,-45.51599884033203,0
Tocopilla,Barriles Airport,TOQ,-22.14109992980957,-70.06289672851562,1
Cochrane,Schroeder's field,\N,35.071718,-91.738801,0
Chañaral,Chañaral Airport,CNR,-26.332500457763672,-70.6072998046875,1
Talca,Panguilemo Airport,TLX,-35.37779998779297,-71.60169982910156,0
Victoria,Victoria Airport,ZIC,-38.245601654052734,-72.34860229492188,1
Taltal,Las Breas Airport,TTC,-25.56430053710937,-70.37590026855469,1
Apiay,Gomez Nino Apiay Air Base,API,4.07607,-73.5627,1
Coveñas,Coveñas Airport,CVE,9.40092,-75.6913,0
La Dorada,German Olano Air Base,PAL,5.48361,-74.6574,1
Paz De Ariporo,Paz De Ariporo Airport,PZA,5.87615,-71.8866,1
Tunja,Tunja Airport,\N,5.54138,-73.3445,1
Tres Esquinas,Tres Esquinas Air Base,TQS,0.7459,-75.234,0
Marandúa,Marandúa Air Base,\N,5.52448,-68.6856,1
Rioja,Juan Simons Vela Airport,RIJ,-6.067860126495361,-77.16000366210938,0
Jaén,Shumba Airport,JAE,-5.59248,-78.774002,1
,Metropolitano Airport,\N,10.133169174194336,-66.78782653808594,0
Tamchy,Issyk-Kul International Airport,IKU,42.58792,76.713046,0
Kant,Kant Air Base,\N,42.85319900512695,74.84649658203125,0
Ayaguz,Ayaguz Airport,\N,47.91859817504883,80.45279693603516,1
Chelkar,Chelkar Airport,\N,47.90499877929688,59.619998931884766,0
Kyzyl-Syr,Kyzyl-Syr Airport,\N,63.8849983215332,122.7770004272461,1
Vilyuisk,Vilyuisk Airport,VYI,63.75666809082,121.69333648682,0
,Belaya Gora Airport,BGN,68.556602,146.231506,0
Dzhermuk,Dzhermuk Airport,\N,39.8240013123,45.6739997864,1
Sovetskaya Gavan,Kamenny Ruchey Naval Air Base,\N,49.23570251464844,140.19309997558594,1
Sovetskaya Gavan,Maygatka Airport.,GVN,48.9269981384,140.033996582,0
Omsukchan,Omsukchan Airport,\N,62.45700073242188,155.7449951171875,1
Chaybukha,Chaybukha Airport,\N,61.834999084472656,160.54800415039062,0
Keperveem,Keperveem Airport,\N,67.8450012207,166.13999939,1
Magadan,Magadan-13 Airport,\N,59.62329864501953,150.9219970703125,0
Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,NLI,53.154999,140.649994,1
Palana,Palana Airport,\N,59.08169937133789,159.88800048828125,1
Zheleznogorsk-Ilimsky,Zheleznogorsk Airport,\N,56.487701416015625,104.1060028076172,1
Sarabuz,Gvardeyskoe Air Base,\N,45.1150016784668,33.97700119018555,1
Saki,Saki Air Base,\N,45.09299850463867,33.595001220703125,0
Dzhankoy,Dzhankoy Airport,\N,45.70090103149414,34.41889953613281,1
Zhytomyr,Ozerne Air Base,\N,50.158298,28.7383,0
Severomorsk,Severomorsk-1 Naval Air Base,\N,69.03166961669922,33.418331146240234,0
St. Petersburg,Pushkin Airport,\N,59.685001,30.338301,0
Siversky,Siversky Air Base,\N,59.3567008972168,30.036699295043945,1
Staraya Russa,Staraya Russa Air Base,\N,57.961399,31.384399,0
Petrozavodsk,Peski Airport,\N,61.83194351196289,34.295555114746094,1
Baranavichi,Baranavichi Air Base,\N,53.09999847412109,26.049999237060547,0
Babruisk,Babruisk Air Base,\N,53.105,29.205,0
Severo-Eniseysk,Severo-Eniseysk Airport,\N,60.37329864501953,93.01170349121094,1
Sharypovo,Sharypovo Airport,\N,55.454914093,89.1738815308,0
Omsk,Omsk Severny Airport,\N,54.9749984741,73.5550003052,1
Murmansk,Nagurskoye,\N,80.803207,47.663586,0
Svetlogorsk,Svetlogorsk Airport,\N,66.83999633789062,88.40333557128906,0
Valek,Valek Airport,\N,69.39690399169922,88.35368347167969,0
Maykop,Khanskaya Air Base,\N,44.68,40.035,1
Dudinka,Dudinka Airport,\N,69.375,86.15666961669922,1
,Volgodonsk Airport,VLK,47.68209838867188,42.07279968261719,1
Tashkent,Tashkent East Airport,\N,41.31269836425781,69.39140319824219,0
Moscow,Myachkovo Airport,\N,55.5600013733,37.9850006104,0
Lukhovitsy,Tretyakovo Airport,\N,54.9049987793,39.02666854859999,0
Balabanovo,Yermolino Airport,\N,55.2283325195,36.6083335876,0
Inta,Inta Airport,INA,66.0548324584961,60.11032104492188,1
Izhma,Izhma Airport,\N,65.03170013427734,53.970001220703125,1
Kazan,Borisoglebskoye Airport,\N,55.86669921875,49.13330078125,0
Zhigansk,Zhigansk Airport,ZIX,66.7965011597,123.361000061,1
Ufa,Maksimovka Airport,\N,54.83000183105469,56.16830062866211,1
Buguruslan,Buguruslan Severny Airport,\N,53.71839904789999,52.3718986511,1
Samara,Bezymyanka Airfield,\N,53.220001220703125,50.32500076293945,1
,Ratnagiri Airport,RTC,17.013599,73.327797,1
Polonnaruwa Town,Hingurakgoda Air Force Base,HIM,8.04981,80.9814,1
Durgapur,Kazi Nazrul Islam Airport,RDP,23.6225,87.243,0
,Ambala Air Force Station,\N,30.368099212646484,76.81670379638672,1
,Sirsa Air Force Station,\N,29.56060028076172,75.006103515625,0
,Udhampur Air Force Station,\N,32.902198791503906,75.15619659423828,1
Puttaparthi,Sri Sathya Sai Airport,PUT,14.1492996216,77.7910995483,0
Meiktila,Meiktila Air Base,\N,20.88640022277832,95.89279174804688,1
Singapore,Changi Air Base (East),\N,1.3441400528,104.009002686,1
Soltsy,Soltsy-2 Air Base,\N,58.139545,30.33042,1
Severomorsk,Severomorsk-3 Naval Air Base,\N,68.866669,33.716667,1
Kipelovo,Fedotovo Naval Air Base,\N,59.193031,39.129411,0
Kamyshin,Lebyazhye Air Base,\N,50.2016983032,45.2083015442,0
Smolensk,Smolensk North Airport,LNX,54.824,32.025,0
Rtishchevo,Rtishchevo Air Base,\N,52.297317,43.7241,0
Alpha,Alpha Airport,ABH,-23.646099,146.584,0
,Ararat Airport,ARY,-37.30939865112305,142.98899841308594,1
,Benalla Airport,BLN,-36.55189895629883,146.0070037841797,1
,Balranald Airport,BZD,-34.62360000610352,143.5780029296875,0
,Brewarrina Airport,BWQ,-29.973899841308597,146.81700134277344,0
,Cleve Airport,CVC,-33.70970153808594,136.5050048828125,1
,Corowa Airport,CWW,-35.99470138549805,146.35699462890625,0
,Corryong Airport,CYG,-36.18280029296875,147.88800048828125,0
,Cootamundra Airport,CMD,-34.6239013671875,148.0279998779297,0
,Dirranbandi Airport,DRN,-28.591699600219727,148.2169952392578,0
Deniliquin,Deniliquin Airport,DNQ,-35.5593986511,144.945999146,1
,Dysart Airport,DYA,-22.62220001220703,148.36399841308594,1
,Echuca Airport,ECH,-36.15719985961914,144.76199340820312,1
Forbes,Forbes Airport,FRB,-33.363602,147.934998,1
,Gunnedah Airport,GUH,-30.96109962463379,150.25100708007812,0
,Hay Airport,HXX,-34.53139877319336,144.8300018310547,0
,Hopetoun Airport,HTU,-35.715301513671875,142.36000061035156,0
,Kerang Airport,KRA,-35.751399993896484,143.93899536132812,1
,Kempsey Airport,KPS,-31.07439994812012,152.77000427246094,0
,Kingaroy Airport,KGY,-26.580799102783203,151.84100341796875,0
Morwell,Latrobe Valley Airport,TGN,-38.207199,146.470001,1
,Mareeba Airport,MRG,-17.06920051574707,145.41900634765625,1
,Ngukurr Airport,RPM,-14.722800254821776,134.7469940185547,0
,Narromine Airport,QRM,-32.214698791503906,148.22500610351562,0
,Port Pirie Airport,PPI,-33.23889923095703,137.9949951171875,1
,Smithton Airport,SIO,-40.834999084472656,145.08399963378906,0
,Snake Bay Airport,SNB,-11.422800064086914,130.6540069580078,0
,Stawell Airport,SWC,-37.07170104980469,142.74099731445312,0
,Tibooburra Airport,TYB,-29.451099395751957,142.05799865722656,1
,Tumut Airport,TUM,-35.26279830932617,148.24099731445312,0
,Wangaratta Airport,WGT,-36.41579818725586,146.3070068359375,0
,Warracknabeal Airport,WKB,-36.32109832763672,142.41900634765625,0
,Warren Airport,QRR,-31.733299255371094,147.80299377441406,1
Sale,West Sale Airport,SXE,-38.090827,146.965335,1
West Wyalong,West Wyalong Airport,WWY,-33.9371986389,147.190994263,0
,Young Airport,NGA,-34.25559997558594,148.2480010986328,0
Guanghua,Guangzhou MR Air Base,LHK,32.389400482177734,111.69499969482422,1
Shiyan,Shiyan Wudangshan Airport,WDS,32.591667,110.907778,0
Sunchon,Sunchon Air Base,\N,39.415699,125.894997,1
Mengnai,Huatugou Airport,HTT,38.201984,90.841495,0
,Baruun Urt Airport,UUN,46.660301208496094,113.28500366210938,1
Bengbu,Bengbu Airport,BFU,32.8477333333,117.320244444,0
Rugao,Rugao Air Base,RUG,32.25788497924805,120.50165557861328,1
Wuhu,Wuhu Air Base,WHU,31.3906,118.408997,0
Shanshan,Shanshan Airport,SXJ,42.91170120239258,90.24749755859376,0
Yingkou,Yingkou Lanqi Airport,YKH,40.542524,122.3586,0
Shenyang,Shenyang Dongta Airport,\N,41.784400939941406,123.49600219726562,0
Bogorodskoe,Bogorodskoye Airport,BQG,52.38,140.448,1
Itapiranga,Itapiranga Airport,\N,-27.14249992370605,-53.68579864501953,0
Aguas Calientes,Aguas Calientes Airport,\N,-8.833330154418945,-74.68329620361328,0
Hyderabad,Rajiv Gandhi International Airport,HYD,17.2313175201,78.4298553467,0
Vancouver,Vancouver International Seaplane Base,\N,49.177047,-123.168154,1
Bressaucourt-Porrentruy,Bressaucourt Airport,\N,47.392677,7.028648,0
Parakou,Parakou Airport,PKO,9.35768985748291,2.609679937362671,0
Kandi,Kandi Airport,KDC,11.14479,2.940381,0
Sokode,Sokodé Airport,\N,8.994275,1.153004,1
Mango,Sansanné-Mango Airport,\N,10.373010635375977,0.4713821411132812,0
Arnbruck,Arnbruck Airport,\N,49.12472152709961,12.985555648803713,0
Rio de Janeiro,Jacarepaguá - Roberto Marinho Airport,\N,-22.987499,-43.369999,0
Aguachica,Hacaritama Airport,\N,8.247,-73.5814,1
Hermannsburg,Hermannsburg Airport,HMG,-23.93000030517578,132.80499267578125,1
Pipalyatjara,Mount Davies Airport,\N,-26.16670036315918,129.13299560546875,0
Areyonga,Areyonga Airport,\N,-24.066699981689453,132.26699829101562,1
Tracy,Tracy Municipal Airport,\N,37.68899917602539,-121.44200134277344,0
Yuelamu,Mount Allan Airport,\N,-22.274999618530277,132.2169952392578,1
Mimili,Everard Park Airport,\N,-27.016700744628903,132.7169952392578,1
Ali-Curung,Warrabri Airport,\N,-21.0,134.39700317382812,1
Krefeld,Krefeld-Egelsberg Airport,\N,51.3849983215332,6.587778091430664,0
Baidoa,Baidoa Airport,BIB,3.102220058441162,43.62860107421875,0
Ampilatwatja,Ampilatwatja Airport,\N,-21.655000686645508,135.22999572753906,1
Petermann,Kings Creek Airport,KCS,-24.42329978942871,131.8350067138672,1
Harts Range,Harts Range Airport,\N,-22.98500061035156,134.91799926757812,1
Elliott,Elliott Airport,\N,-17.527429580688477,133.52989196777344,0
Papunya,Papunya Airport,\N,-23.246700286865234,131.9029998779297,1
Fregon,Fregon Airport,\N,-26.774999618530277,132.01699829101562,0
Mt Liebig,Mount Liebig Airport,\N,-23.24329948425293,131.25999450683594,1
Columbus,Bolton Field,\N,39.90119934082031,-83.13690185546875,1
Baltrum,Baltrum Airport,BMR,53.72472381591797,7.373332977294922,1
Skagit,Skagit Regional Airport,MVW,48.4709014893,-122.42099762,0
Goondiwindi,Goondiwindi Airport,GOO,-28.52140045166016,150.32000732421875,1
Odesa,Liman Airfield,\N,46.57851,30.703053,0
Lognes,Lognes Emerainville Airport,\N,48.821028,2.625967,0
Jasper,Marion County Brown Field,APT,35.060699,-85.585297,0
Evergreen,Evergreen Regional Airport/Middleton Field,\N,31.4158,-87.043999,1
Decatur,Pryor Field Regional Airport,DCU,34.652698516799994,-86.94539642330001,0
Glasgow,Glasgow Municipal Airport,GLW,37.03179932,-85.9536972,1
Danielson,Danielson Airport,\N,41.81969833374024,-71.9010009765625,0
Docker River,Docker River Airport,DKV,-24.86000061035156,129.07000732421875,0
Clearfield,Clearfield Lawrence Airport,\N,41.04859924316406,-78.41310119628906,0
Rensselaer,Jasper County Airport,RNZ,40.9478988647,-87.1826019287,0
Ti Tree,Ti Tree Airport,\N,-22.13170051574707,133.4199981689453,0
Sabetta,Sabetta International Airport,SBT,71.219167,72.052222,0
Alxa Left Banner,Alxa Left Banner Bayanhot Airport,AXF,38.74831,105.58858,0
Svenborg,El Fuentero Airport,\N,7.099999904632568,-69.58333587646484,0
Eger,Sturgate Airfield,\N,53.38109970092773,-0.6852779984474182,0
Simberi Island,Simberi Airport,NIS,-2.66222222222,151.997777778,1
Bulolo,Bulolo Airport,BUL,-7.216286671410001,146.649541855,1
Kintore,Kintore Airport,\N,-23.26499938964844,129.38699340820312,0
Statesboro,Statesboro Bulloch County Airport,TBR,32.4827003479,-81.73690032959999,0
Utopia,Utopia Airport,\N,-22.05500030517578,134.7899932861328,1
Nyirripi,Nyrripi Airport,\N,-22.645299911499023,130.56500244140625,0
Amata,Amata Airport,AMT,-26.108299255371094,131.20700073242188,1
Franz Josef,Glacier Country Heliport,\N,-43.38722,170.18,1
Erldunda,Erldunda Airport,EDD,-25.205799102800004,133.253997803,1
Foz do Iguassu,Helisul I Heliport,\N,-25.604167938232425,-54.49361038208008,1
Finke,Finke Airport,FIK,-25.5946998596,134.582992554,1
Jaguaruna,Humberto Ghizzo Bortoluzzi Regional Airport,JJG,-28.6753,-49.0596,0
Angatja Homeland,Nypari Airport,\N,-26.200000762939453,130.23300170898438,1
Ihtiman,Ihtiman Airfield,\N,42.42189,23.767221,1
Vogtareuth,Vogtareuth Airport,\N,47.94610977172852,12.20472240447998,0
Not Specified,[Duplicate] Illertissen see EDMI - ED-0425 location moved out-of-the way,\N,89.5,0.0001,0
New Smyrna Beach,New Smyrna Beach Municipal Airport,\N,29.055700302124023,-80.94889831542969,0
Las vegas,Las Vegas Helicopters Heliport,\N,36.10810089111328,-115.17400360107422,0
Delta Camp,Delta Camp Airport,\N,-19.5323,23.0925,1
Hwange,Hwange (Town) Airport,WKI,-18.362967,26.519791,1
Vancouver,Harbour (Public) Heliport,\N,49.2868921105,-123.106112257,0
Victoria,Victoria Harbour (Camel Point) Heliport,\N,48.41809844970703,-123.38800048828124,0
Shushenskoye,Shushenskoye Airport,\N,53.3849983215332,92.04499816894533,0
Stockerau,Stockerau Airport,\N,48.40999984741211,16.191699981689453,0
Klaipeda,Klaipėda Airport,KLJ,55.7118988037,21.2427997589,0
MINERAL POINT,Iowa County Airport,\N,42.886799,-90.236198,0
WEST BEND,West Bend Municipal Airport,ETB,43.4221992493,-88.1278991699,1
GAYLORD,Gaylord Regional Airport,GLR,45.0135002136,-84.7035980225,0
ANDERSON,Anderson Municipal Darlington Field,AID,40.10860061649999,-85.6129989624,0
Novi Sad,Cenej Airport,QND,45.385799,19.839199,1
Grundarfjordur,Grundarfjörður Airport,GUU,64.99140167236328,-23.22470092773437,1
